filename,type,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_rolloff,rms_energy
confirm_transaction_4.wav,time_stretch(1.2x),-340.1874694824219,152.19873046875,18.32830810546875,28.774993896484375,-4.761455535888672,-20.56915283203125,-19.101913452148438,1.5296270847320557,-14.53007984161377,-19.998031616210938,5.18423318862915,-2.1774189472198486,-12.23458194732666,3280.9248761432927,0.06647662
confirm_transaction_4.wav,noisy,-240.2943226493088,92.80815590140914,31.927844818254023,20.058981613382887,-2.0907502314568105,-17.66359066706453,-12.27666080943042,-4.6714212736696314,-11.635303459799303,-13.476812912941341,-1.8043557818107185,-2.6520928233892316,-6.5018366311943225,11162.49241184544,0.08547135
yes_approve_2.wav,original,-306.5467224121094,87.11717224121094,-15.297052383422852,44.139503479003906,-0.9616789817810059,24.560253143310547,5.002262592315674,-13.62573528289795,-9.738875389099121,14.773214340209961,-11.210419654846191,-2.79217267036438,-14.750919342041016,6127.233072916667,0.078752026
yes_approve_2.wav,pitch_shift(+2),-331.3322448730469,79.4361572265625,-6.519411087036133,42.54029846191406,1.5726308822631836,21.928565979003906,-2.880239486694336,-18.39924430847168,4.1033806800842285,5.701239585876465,-15.549330711364746,-7.235104084014893,-9.89188289642334,6663.968098958333,0.06299216
yes_approve_2.wav,time_stretch(1.2x),-331.6690979003906,86.38898468017578,-13.011003494262695,44.067047119140625,0.9228801131248474,22.504230499267578,6.618697643280029,-14.572697639465332,-8.850936889648438,14.46760082244873,-9.495040893554688,-2.9145283699035645,-13.285049438476562,5966.0430908203125,0.058447618
yes_approve_2.wav,noisy,-242.6792156895252,47.71677990129079,4.1656992583888295,28.172135091792377,6.283740741723351,13.75145217186156,6.423974059087767,-13.004306578309727,-4.336829756506507,6.921191568684248,-4.734131607638001,-6.664394764117483,-9.570144981119787,11385.960286458334,0.07947594
confirm_transaction_3.wav,original,-435.8951416015625,169.17584228515625,20.76523780822754,16.53627586364746,20.308792114257812,3.1112895011901855,7.386096000671387,0.11719337105751038,-11.483688354492188,-5.225618839263916,5.127960681915283,4.241098403930664,-3.154205799102783,1649.2777193509614,0.04428884
confirm_transaction_3.wav,pitch_shift(+2),-450.7897644042969,157.6726531982422,19.104068756103516,15.266728401184082,13.160103797912598,-0.4469994306564331,3.859890937805176,-7.719552040100098,-13.300516128540039,0.640049159526825,6.601788520812988,-1.7976750135421753,-6.011056423187256,1976.0854867788462,0.02714625
confirm_transaction_3.wav,time_stretch(1.2x),-456.9384460449219,162.9254150390625,23.42090606689453,16.23613166809082,19.199731826782227,2.8941290378570557,7.064498424530029,-0.9224861264228821,-14.48961353302002,-7.016876697540283,5.205185890197754,3.408856153488159,-3.978261947631836,1759.9405924479167,0.033876684
confirm_transaction_3.wav,noisy,-293.1116114649685,60.24599918554277,32.28206130997681,18.548994335468826,13.368540676788085,7.776650150011549,4.43974752941803,-0.5047008322244135,-5.430193521826177,-3.3407069978690798,1.551879783207062,1.405630273396114,-0.6452765603528376,15275.985576923076,0.04491134
confirm_transaction_1.wav,original,-338.1148681640625,134.8632049560547,-2.5606346130371094,52.531761169433594,-20.12311363220215,15.399702072143555,5.017843723297119,24.410545349121094,-3.683346748352051,4.841142654418945,-19.878677368164062,3.663029670715332,-16.306474685668945,6420.74599847561,0.03477217
confirm_transaction_1.wav,pitch_shift(+2),-363.3253479003906,121.62915802001953,3.604292631149292,42.80239486694336,-18.847658157348633,18.004009246826172,10.582564353942871,15.874198913574219,-10.53603458404541,-6.272945404052734,-16.81398582458496,3.844851016998291,-13.257939338684082,7475.34775152439,0.02402852
confirm_transaction_1.wav,time_stretch(1.2x),-367.4375305175781,130.046630859375,-0.9063231348991394,51.91461181640625,-19.411527633666992,13.68093204498291,5.743023872375488,24.096546173095703,-3.200096607208252,3.963700771331787,-19.5487003326416,3.149209499359131,-16.579076766967773,6632.2265625,0.024934046
confirm_transaction_1.wav,noisy,-261.7237113301631,65.47005744015257,29.228309631821972,23.764695436962818,3.9923721323088994,3.85815067932681,10.434514000174788,11.16456407997207,4.617869192174252,-2.075772015434489,-9.206945569742196,-5.5797442973688565,-5.829328260193298,15004.440977515244,0.035395138
